TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
251;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20190901;248058,36
252;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20191001;102503,46
253;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20191101;173572,52
254;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20191201;64918,86
255;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200101;53985,15
256;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200201;427781,09
257;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200301;269925,77
258;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200401;136272
259;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200501;196392
260;FPA1/022;INC;USCU_L01;Z2;MZ-FG-C990;CR;US10_PCC1L;Actual;20200601;110220
261;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180401;192159,65
262;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180501;29337,35
263;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180601;45472,89
264;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180701;74321,29
265;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180801;209273,11
266;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20180901;148642,58
267;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20181001;109037,16
268;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20181101;56718,88
269;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20181201;34226,91
270;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190101;29826,31
271;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190201;242033,15
272;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190301;171623,5
273;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190401;238272,45
274;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190501;36377,47
275;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190601;56385,08
276;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190701;92156,27
277;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190801;259492,65
278;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20190901;184312,53
279;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20191001;135202,95
280;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20191101;70329,78
281;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20191201;42440,39
282;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200101;36983,77
283;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200201;300114,16
284;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200301;212808,22
285;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200401;352044
286;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200501;53340
287;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M500;MT;US10_PCM3L;Actual;20200601;89789
288;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180401;1434982,58
289;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180501;288916,81
290;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180601;143149,11
291;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180701;539427,76
292;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180801;350017,04
293;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20180901;651153,9
294;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20181001;647662,45
295;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20181101;130929,07
296;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20181201;195520,74
297;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190101;170207,79
298;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190201;540300,62
299;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190301;631078,11
300;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190401;1779337,24
301;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190501;358248,56
302;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190601;177500,79
303;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190701;668874,95
304;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190801;434011,09
305;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20190901;807412,15
306;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20191001;803082,86
307;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20191101;162348,29
308;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20191201;242440,11
309;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200101;211052,77
310;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200201;669957,27
311;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200301;782518,75
312;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200401;2397957
313;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200501;385641
314;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M525;MT;US10_PCM2L;Actual;20200601;261855
315;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180401;175531,3
316;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180501;10703,13
317;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180601;38531,26
318;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180701;72781,27
319;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180801;181953,18
320;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20180901;128437,54
321;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20181001;96328,15
322;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20181101;53515,64
323;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20181201;32109,38
324;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190101;8562,5
325;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190201;145562,54
326;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190301;275216,7
327;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190401;217653,78
328;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190501;13271,57
329;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190601;47777,66
330;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190701;90246,69
331;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190801;225616,72
332;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20190901;159258,86
333;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20191001;119444,15
334;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20191101;66357,86
335;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20191201;39814,72
336;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200101;10617,26
337;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200201;180493,38
338;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200301;341260,81
339;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200401;452396
340;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200501;56924
341;FPA1/022;INC;USCU_L01;Z2;MZ-FG-M550;MT;US10_PCM1L;Actual;20200601;80892
342;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180401;65569,04
343;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180501;23928,04
344;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180601;18645,22
345;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180701;39776,48
346;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180801;72405,62
347;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20180901;95712,15
348;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20181001;76756,17
349;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20181101;38844,22
350;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20181201;27035,57
351;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190101;33250,65
352;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190201;115911,14
353;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190301;61839,99
354;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190401;81303,72
355;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190501;29670,08
356;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190601;23119,54
357;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190701;49321,69
358;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190801;89780,89
359;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20190901;118680,32
360;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20191001;95175,45
361;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20191101;48165,71
362;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20191201;33523,34
363;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200101;41229,85
364;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200201;143726,49
365;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200301;76679,81
366;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200401;155940
367;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200501;135600
368;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R100;RC;US10_PCR3L;Actual;20200601;39550
369;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180401;406851,97
370;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180501;41560,15
371;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180601;111556,19
372;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180701;45934,9
373;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180801;59059,16
374;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20180901;166240,59
375;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20181001;562155,68
376;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20181101;61246,53
377;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20181201;43747,52
378;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190101;87495,05
379;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190201;76558,17
380;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190301;144635,78
381;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190401;504484,77
382;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190501;51533,39
383;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190601;138326,47
384;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190701;56957,96
385;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190801;73231,66
386;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20190901;206133,56
387;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20191001;697056,92
388;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20191101;75943,94
389;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20191201;54245,67
390;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200101;108491,35
391;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200201;94929,93
392;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200301;179344,22
393;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200401;667312
394;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200501;83056
395;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R200;RC;US10_PCR2L;Actual;20200601;171840
396;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180401;119212,83
397;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180501;4257,6
398;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180601;4257,6
399;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180701;72379,22
400;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180801;114955,23
401;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20180901;55348,81
402;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20181001;140500,83
403;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20181101;8515,2
404;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20181201;8515,2
405;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190101;4257,6
406;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190201;80894,42
407;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190301;102180,77
408;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190401;147820,49
409;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190501;5279,3
410;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190601;5279,3
411;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190701;89748,15
412;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190801;142541,18
413;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20190901;68630,94
414;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20191001;174217
415;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20191101;10558,61
416;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20191201;10558,61
417;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200101;5279,3
418;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200201;100306,76
419;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200301;126701,23
420;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200401;174150
421;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200501;34830
422;FPA1/022;INC;USCU_L01;Z2;MZ-FG-R300;RC;US10_PCR1L;Actual;20200601;23220
423;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180401;149458,79
424;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180501;37306,95
425;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180601;29799,36
426;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180701;92131,6
427;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180801;236469,83
428;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20180901;260917,62
429;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20181001;41734,5
430;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20181101;41426,5
431;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20181201;40463,98
432;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190101;54824,66
433;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190201;257029,08
434;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190301;162510,45
435;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190401;185324,61
436;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190501;46259,54
437;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190601;36950,35
438;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190701;114240,54
439;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190801;293215,81
440;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20190901;323530,37
441;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20191001;51749,58
442;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20191101;51367,67
443;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20191201;50174,18
444;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200101;67981
445;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200201;318708,68
446;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200301;201508,29
447;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200401;398370
448;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200501;87570
449;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y120;YH;US10_PCY1L;Actual;20200601;105070
450;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180401;261957,14
451;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180501;145927,75
452;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180601;115765,39
453;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180701;163021,95
454;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180801;310533,72
455;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20180901;365182,37
456;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20181001;186914,24
457;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20181101;69696,83
458;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20181201;44682,53
459;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190101;51876,62
460;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190201;663043,94
461;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190301;601861,21
462;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190401;324819,33
463;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190501;180946,22
464;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190601;143545,76
465;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190701;202142,54
466;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190801;385052,9
467;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20190901;452815,67
468;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20191001;231768,29
469;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20191101;86422,08
470;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20191201;55405,06
471;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200101;64325,52
472;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200201;822155,46
473;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200301;746290,63
474;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200401;484320
475;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200501;269760
476;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y200;YH;US10_PCY2L;Actual;20200601;213960
477;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180401;178114,13
478;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180501;73392,88
479;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180601;56672,68
480;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180701;64944,78
481;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180801;90905,09
482;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20180901;112553,35
483;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20181001;89761,07
484;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20181101;31416,38
485;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20181201;44440,53
486;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20190101;27192,33
487;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20190201;263827,16
488;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20190301;97593,17
489;FPA1/022;INC;USCU_L01;Z2;MZ-TG-Y240;YH;US10_PCY3L;Actual;20190401;220856,42
