po_id,supplier_id,po_date,expected_delivery_date,actual_delivery_date,po_status,total_amount
PO0000338,SUP0037,2025-01-08,2025-01-13,2025-01-18,Delayed,10211.52
PO0000339,SUP0012,2025-05-26,2025-06-15,2025-06-15,Completed,22308.78
PO0000340,SUP0060,2026-02-04,2026-02-17,2026-02-17,Completed,67113.32
PO0000341,SUP0078,2025-04-03,2025-04-21,2025-04-21,Completed,11024.16
PO0000342,SUP0089,2025-09-29,2025-10-11,,In Progress,2765.07
PO0000343,SUP0019,2025-10-05,2025-10-16,2025-10-12,Completed,101704.2
PO0000344,SUP0037,2026-01-07,2026-01-21,2026-02-01,Delayed,41317.92
PO0000345,SUP0043,2026-01-29,2026-02-11,2026-03-02,Delayed,1050.7
PO0000346,SUP0026,2025-06-01,2025-06-25,2025-07-04,Delayed,48318.57
PO0000347,SUP0084,2025-06-29,2025-08-11,2025-08-27,Delayed,4649.38
PO0000348,SUP0043,2025-02-22,2025-03-27,2025-03-22,Completed,15836.78
PO0000349,SUP0003,2025-04-16,2025-05-23,,In Progress,13952.17
PO0000350,SUP0042,2025-07-23,2025-08-23,,Cancelled,2147.43
PO0000351,SUP0011,2025-09-01,2025-09-24,,In Progress,31505.28
PO0000352,SUP0090,2025-07-23,2025-08-05,2025-08-11,Completed,20811.45
PO0000353,SUP0040,2025-12-26,2026-01-10,,In Progress,35768.25
PO0000354,SUP0061,2026-04-18,2026-05-09,2026-05-17,Delayed,14740.55
PO0000355,SUP0041,2025-12-15,2026-01-25,2026-01-26,Completed,12962.9
PO0000356,SUP0096,2025-02-10,2025-03-14,2025-03-14,Completed,4944.72
PO0000357,SUP0059,2026-05-21,2026-06-13,,In Progress,6710.54
PO0000358,SUP0090,2026-04-16,2026-05-12,,Pending Approval,6465.27
PO0000359,SUP0054,2025-11-23,2025-12-31,,In Progress,4244.2
PO0000360,SUP0045,2025-12-22,2026-01-16,2026-01-18,Completed,20059.76
PO0000361,SUP0001,2025-04-16,2025-04-28,2025-04-30,Completed,27384.14
PO0000362,SUP0059,2025-02-13,2025-03-13,2025-03-28,Delayed,7949.84
PO0000363,SUP0097,2025-03-02,2025-03-28,2025-04-01,Completed,988.44
PO0000364,SUP0036,2025-01-12,2025-02-21,2025-02-25,Completed,14596.43
PO0000365,SUP0093,2026-01-06,2026-02-01,2026-02-09,Delayed,23364.96
PO0000366,SUP0024,2025-09-09,2025-10-06,2025-10-06,Completed,17841.44
PO0000367,SUP0073,2025-09-19,2025-10-23,2025-10-20,Completed,41207.04
PO0000368,SUP0096,2025-06-19,2025-06-27,2025-07-12,Delayed,16600.65
PO0000369,SUP0076,2026-02-03,2026-03-11,2026-03-15,Delayed,2188.55
PO0000370,SUP0032,2025-05-06,2025-05-16,2025-05-11,Completed,1146.93
PO0000371,SUP0068,2026-05-26,2026-06-30,2026-06-28,Completed,30464.24
PO0000372,SUP0008,2025-07-31,2025-08-08,,Cancelled,38367.54
PO0000373,SUP0011,2025-01-25,2025-03-01,,In Progress,11782.82
PO0000374,SUP0044,2025-12-04,2025-12-28,2025-12-27,Completed,7070.52
PO0000375,SUP0051,2025-06-22,2025-07-15,2025-07-15,Completed,44841.2
PO0000376,SUP0098,2025-05-24,2025-06-21,2025-06-19,Completed,26856.45
PO0000377,SUP0072,2025-10-11,2025-11-07,2025-11-07,Completed,8461.67
PO0000378,SUP0097,2026-04-20,2026-04-25,2026-05-14,Delayed,23043.4
PO0000379,SUP0085,2025-11-19,2025-11-29,2025-12-18,Delayed,2228.61
PO0000380,SUP0074,2026-01-05,2026-01-19,2026-01-19,Completed,45144.33
PO0000381,SUP0019,2026-01-07,2026-02-05,2026-02-12,Completed,83247.12
PO0000382,SUP0086,2025-09-24,2025-10-06,2025-10-15,Delayed,2584.68
PO0000383,SUP0068,2026-01-13,2026-02-09,2026-02-11,Completed,59122.69
PO0000384,SUP0015,2026-01-22,2026-02-26,,Pending Approval,4852.44
PO0000385,SUP0087,2025-12-04,2025-12-26,2025-12-27,Completed,104478.52
PO0000386,SUP0083,2026-03-24,2026-04-20,2026-04-22,Completed,5153.04
PO0000387,SUP0041,2026-01-13,2026-02-12,2026-02-07,Completed,1354.4
PO0000388,SUP0010,2025-12-26,2026-01-17,2026-01-25,Delayed,27279.28
PO0000389,SUP0039,2026-04-15,2026-05-12,2026-05-24,Delayed,10959.74
PO0000390,SUP0097,2025-02-20,2025-02-28,,In Progress,2985.88
PO0000391,SUP0049,2025-11-23,2026-01-01,,In Progress,845.85
PO0000392,SUP0005,2026-01-20,2026-02-09,,In Progress,13614.43
PO0000393,SUP0025,2025-07-14,2025-08-19,2025-09-08,Delayed,8857.48
PO0000394,SUP0015,2026-05-31,2026-06-14,2026-06-30,Delayed,7408.67
PO0000395,SUP0024,2025-05-13,2025-06-05,2025-06-05,Completed,80677.87
PO0000396,SUP0089,2025-03-03,2025-03-22,,In Progress,20945.46
PO0000397,SUP0008,2026-03-03,2026-03-19,2026-03-20,Completed,34475.04
PO0000398,SUP0086,2025-10-10,2025-11-06,,In Progress,4607.52
PO0000399,SUP0089,2025-01-20,2025-02-10,2025-02-14,Completed,23587.09
PO0000400,SUP0029,2025-11-19,2025-12-18,2025-12-17,Completed,6922.01
PO0000401,SUP0046,2025-05-30,2025-06-09,,In Progress,81647.32
PO0000402,SUP0024,2025-05-26,2025-06-29,2025-06-29,Completed,67669.49
PO0000403,SUP0064,2025-07-25,2025-08-09,2025-08-04,Completed,16875.22
PO0000404,SUP0059,2025-05-23,2025-07-03,2025-07-03,Completed,2805.12
PO0000405,SUP0068,2025-10-01,2025-10-17,2025-11-06,Delayed,36530.88
PO0000406,SUP0092,2025-05-11,2025-06-02,2025-05-28,Completed,9402.38
PO0000407,SUP0080,2025-02-23,2025-03-29,2025-03-29,Completed,1427.52
PO0000408,SUP0049,2025-06-20,2025-07-23,2025-07-18,Completed,5747.94
PO0000409,SUP0097,2025-08-27,2025-09-24,2025-10-02,Delayed,36410.9
PO0000410,SUP0065,2025-01-20,2025-02-10,,In Progress,34330.29
PO0000411,SUP0030,2025-06-30,2025-07-30,2025-07-30,Completed,73003.02
PO0000412,SUP0029,2026-05-06,2026-05-27,2026-06-13,Delayed,52172.79
PO0000413,SUP0050,2025-12-21,2026-01-06,2026-01-04,Completed,24905.39
PO0000414,SUP0081,2026-01-13,2026-01-24,,In Progress,99.12
PO0000415,SUP0016,2025-07-18,2025-08-10,2025-08-17,Completed,111120.98
PO0000416,SUP0039,2025-05-29,2025-07-01,2025-07-04,Completed,27698.84
PO0000417,SUP0028,2026-04-06,2026-05-04,2026-05-06,Completed,16959.48
PO0000418,SUP0087,2025-09-13,2025-10-07,2025-10-26,Delayed,4269.08
PO0000419,SUP0022,2026-01-21,2026-02-04,2026-02-01,Completed,3607.6
PO0000420,SUP0035,2025-12-10,2026-01-14,2026-01-12,Completed,16833.92
PO0000421,SUP0002,2026-05-29,2026-06-22,2026-06-25,Completed,2181.78
PO0000422,SUP0086,2025-06-16,2025-07-06,2025-07-22,Delayed,52146.32
PO0000423,SUP0087,2025-08-20,2025-09-18,2025-09-14,Completed,61998.39
PO0000424,SUP0063,2026-02-23,2026-03-16,2026-03-14,Completed,4899.2
PO0000425,SUP0031,2026-04-28,2026-05-29,2026-05-31,Completed,126926.86
PO0000426,SUP0053,2026-05-01,2026-05-31,2026-05-31,Completed,1762.98
PO0000427,SUP0084,2025-04-18,2025-05-17,,In Progress,7403.45
PO0000428,SUP0075,2026-03-20,2026-04-07,,Cancelled,88030.18
PO0000429,SUP0071,2026-04-16,2026-05-06,2026-05-08,Completed,6393.83
PO0000430,SUP0035,2026-04-25,2026-05-18,,Pending Approval,2592.3
PO0000431,SUP0016,2025-09-20,2025-10-06,2025-10-06,Completed,9646.2
PO0000432,SUP0044,2025-07-18,2025-08-26,2025-08-25,Completed,2813.01
PO0000433,SUP0009,2025-04-07,2025-05-02,2025-05-05,Completed,16026.27
PO0000434,SUP0081,2025-07-31,2025-09-05,2025-09-06,Completed,33494.1
PO0000435,SUP0021,2026-01-31,2026-02-21,2026-02-24,Completed,17387.97
PO0000436,SUP0047,2025-12-09,2025-12-27,,In Progress,124678.73
PO0000437,SUP0099,2025-09-08,2025-10-23,,In Progress,24283.58
PO0000438,SUP0048,2025-04-10,2025-04-27,2025-04-30,Completed,5187.54
PO0000439,SUP0090,2025-09-28,2025-10-14,2025-10-19,Completed,7503.44
PO0000440,SUP0039,2025-09-27,2025-10-02,2025-09-30,Completed,17503.8
PO0000441,SUP0100,2026-03-05,2026-03-11,2026-03-07,Completed,45728.94
PO0000442,SUP0036,2026-01-22,2026-02-20,2026-02-27,Completed,3286.25
PO0000443,SUP0032,2025-06-12,2025-06-28,2025-06-27,Completed,99394.72
PO0000444,SUP0060,2025-10-20,2025-11-25,2025-11-24,Completed,79111.18
PO0000445,SUP0070,2025-10-29,2025-11-24,2025-11-19,Completed,56340.78
PO0000446,SUP0090,2025-07-11,2025-08-10,,Pending Approval,42480.09
PO0000447,SUP0062,2026-04-09,2026-04-22,,In Progress,49520.8
PO0000448,SUP0015,2026-02-09,2026-03-04,2026-03-04,Completed,7636.5
PO0000449,SUP0085,2025-04-30,2025-05-12,2025-05-15,Completed,74635.0
PO0000450,SUP0051,2025-12-21,2026-01-18,2026-01-18,Completed,3411.64
PO0000451,SUP0099,2026-04-29,2026-05-27,2026-05-24,Completed,37775.43
PO0000452,SUP0051,2025-08-15,2025-08-22,2025-09-11,Delayed,27058.29
PO0000453,SUP0056,2025-06-14,2025-07-23,,In Progress,15239.84
PO0000454,SUP0036,2026-01-28,2026-02-28,2026-03-08,Completed,45435.14
PO0000455,SUP0019,2025-11-25,2025-12-18,2025-12-15,Completed,19991.34
PO0000456,SUP0046,2026-01-24,2026-02-13,2026-02-27,Delayed,22995.05
PO0000457,SUP0098,2025-04-28,2025-05-17,2025-05-17,Completed,1055.93
PO0000458,SUP0046,2025-07-20,2025-07-31,,Cancelled,2778.75
PO0000459,SUP0097,2025-03-28,2025-04-07,2025-04-07,Completed,46104.01
PO0000460,SUP0028,2025-04-26,2025-05-24,,In Progress,33047.03
PO0000461,SUP0016,2025-12-25,2026-01-16,,In Progress,28735.76
PO0000462,SUP0036,2025-07-27,2025-08-31,,In Progress,12197.92
PO0000463,SUP0061,2025-08-24,2025-09-18,2025-09-17,Completed,11417.92
PO0000464,SUP0016,2026-05-06,2026-06-02,,Cancelled,2270.67
PO0000465,SUP0060,2025-08-16,2025-09-12,2025-09-18,Completed,2472.4
PO0000466,SUP0100,2025-04-11,2025-04-22,2025-04-25,Completed,16047.9
PO0000467,SUP0086,2026-02-10,2026-02-18,2026-02-13,Completed,44755.09
PO0000468,SUP0038,2025-11-05,2025-11-13,2025-11-14,Completed,11580.86
PO0000469,SUP0024,2025-03-31,2025-04-30,2025-05-05,Delayed,45706.23
PO0000470,SUP0044,2026-03-18,2026-04-22,,Pending Approval,1246.33
PO0000471,SUP0050,2025-09-16,2025-09-22,2025-09-19,Completed,27547.43
PO0000472,SUP0058,2025-07-31,2025-08-14,,Cancelled,152509.83
PO0000473,SUP0067,2025-05-06,2025-05-20,2025-05-17,Completed,6667.65
PO0000474,SUP0004,2026-01-01,2026-01-17,,In Progress,9158.99
PO0000475,SUP0080,2025-12-04,2026-01-04,2026-01-03,Completed,1025.31
PO0000476,SUP0036,2026-05-20,2026-06-10,2026-06-26,Delayed,5309.64
PO0000477,SUP0096,2025-06-18,2025-07-08,,Pending Approval,7387.21
PO0000478,SUP0076,2026-04-30,2026-05-29,,In Progress,6818.29
PO0000479,SUP0028,2026-04-20,2026-05-20,,Cancelled,37345.65
PO0000480,SUP0073,2025-10-13,2025-11-16,2025-12-03,Delayed,14113.65
PO0000481,SUP0001,2026-01-10,2026-02-07,,Cancelled,14606.7
PO0000482,SUP0069,2026-01-25,2026-02-27,2026-03-06,Completed,9192.96
PO0000483,SUP0045,2025-02-25,2025-03-22,2025-03-18,Completed,34361.24
PO0000484,SUP0050,2025-01-15,2025-01-24,2025-02-02,Delayed,643.68
PO0000485,SUP0093,2025-11-13,2025-11-27,2025-11-27,Completed,16860.69
PO0000486,SUP0010,2026-04-14,2026-05-26,2026-05-25,Completed,28726.97
PO0000487,SUP0043,2025-05-12,2025-06-24,,In Progress,26337.78
PO0000488,SUP0090,2026-04-08,2026-05-03,2026-04-29,Completed,13045.48
PO0000489,SUP0091,2025-08-26,2025-09-11,2025-09-10,Completed,21180.12
PO0000490,SUP0099,2025-02-06,2025-03-03,,In Progress,23224.3
PO0000491,SUP0009,2025-07-08,2025-07-29,,In Progress,5943.62
PO0000492,SUP0078,2026-02-14,2026-03-11,2026-03-17,Completed,3072.0
PO0000493,SUP0065,2025-02-16,2025-03-23,,In Progress,52002.85
PO0000494,SUP0065,2025-09-08,2025-10-01,2025-09-26,Completed,65244.81
PO0000495,SUP0073,2025-03-22,2025-04-18,2025-04-18,Completed,8541.14
PO0000496,SUP0058,2025-01-19,2025-02-22,2025-03-14,Delayed,62628.06
PO0000497,SUP0086,2025-07-31,2025-08-24,2025-08-31,Delayed,20681.56
PO0000498,SUP0093,2025-12-11,2025-12-22,,In Progress,3433.87
PO0000499,SUP0100,2026-02-16,2026-03-12,2026-03-23,Delayed,26860.5
PO0000500,SUP0046,2025-06-07,2025-07-04,2025-07-12,Delayed,5649.6
PO0000501,SUP0043,2025-09-16,2025-09-28,2025-09-26,Completed,16596.16
PO0000502,SUP0021,2026-02-26,2026-03-11,2026-03-18,Completed,13374.58
PO0000503,SUP0050,2025-01-24,2025-02-07,,In Progress,19626.2
PO0000504,SUP0090,2025-05-02,2025-05-20,2025-05-23,Delayed,17205.76
PO0000505,SUP0017,2026-05-08,2026-06-04,2026-06-13,Delayed,989.66
PO0000506,SUP0098,2025-09-12,2025-10-02,2025-10-15,Delayed,3089.52
PO0000507,SUP0006,2025-09-01,2025-09-26,2025-09-26,Completed,1035.7
PO0000508,SUP0091,2025-06-06,2025-07-02,2025-07-05,Completed,3254.28
PO0000509,SUP0022,2026-05-30,2026-06-27,,In Progress,64096.53
PO0000510,SUP0055,2025-08-26,2025-09-27,2025-09-27,Completed,38584.92
PO0000511,SUP0006,2025-04-13,2025-05-08,2025-05-06,Completed,19316.54
PO0000512,SUP0076,2026-05-05,2026-05-24,2026-05-22,Completed,5209.86
PO0000513,SUP0029,2025-09-24,2025-10-24,2025-10-27,Completed,10713.19
PO0000514,SUP0076,2026-02-11,2026-03-14,2026-03-16,Completed,40138.88
PO0000515,SUP0053,2026-04-19,2026-05-14,,Pending Approval,72590.16
PO0000516,SUP0067,2025-08-15,2025-09-03,2025-09-07,Completed,354074.45
PO0000517,SUP0072,2026-02-21,2026-03-19,2026-03-14,Completed,11549.3
PO0000518,SUP0091,2025-07-07,2025-07-30,2025-08-12,Delayed,56160.08
PO0000519,SUP0070,2026-02-01,2026-02-21,2026-02-21,Completed,12232.55
PO0000520,SUP0045,2025-08-12,2025-08-20,2025-08-21,Completed,24484.16
PO0000521,SUP0084,2025-09-13,2025-10-03,2025-10-07,Completed,12402.04
PO0000522,SUP0032,2026-05-13,2026-05-19,2026-05-23,Completed,22649.55
PO0000523,SUP0032,2026-03-06,2026-03-27,2026-03-28,Completed,18801.5
PO0000524,SUP0067,2026-04-14,2026-04-30,2026-05-09,Delayed,40344.48
PO0000525,SUP0059,2025-04-28,2025-05-26,2025-06-14,Delayed,10954.78
PO0000526,SUP0096,2025-02-06,2025-02-17,,In Progress,15630.9
PO0000527,SUP0062,2025-02-11,2025-03-12,2025-03-09,Completed,6384.7
PO0000528,SUP0068,2025-06-17,2025-06-26,2025-06-27,Completed,23479.87
PO0000529,SUP0025,2025-10-02,2025-11-01,2025-11-01,Completed,5688.65
PO0000530,SUP0043,2025-06-25,2025-07-27,2025-08-02,Completed,16075.58
PO0000531,SUP0038,2026-03-21,2026-04-25,2026-04-21,Completed,2306.08
PO0000532,SUP0023,2025-07-29,2025-08-03,,Pending Approval,36263.12
PO0000533,SUP0084,2025-08-05,2025-08-23,2025-09-11,Delayed,147.7
PO0000534,SUP0053,2025-01-06,2025-01-18,2025-01-22,Completed,16224.22
PO0000535,SUP0057,2025-03-14,2025-04-03,2025-04-16,Delayed,82137.72
PO0000536,SUP0002,2026-01-03,2026-01-17,2026-01-21,Completed,32483.6
PO0000537,SUP0022,2025-07-02,2025-07-30,2025-07-29,Completed,3386.0
PO0000538,SUP0054,2025-03-18,2025-05-01,,Cancelled,17749.8
PO0000539,SUP0021,2025-03-31,2025-04-29,2025-04-24,Completed,47921.48
PO0000540,SUP0022,2025-08-27,2025-09-05,2025-09-02,Completed,10550.17
PO0000541,SUP0049,2026-01-08,2026-02-12,2026-02-18,Completed,1685.32
PO0000542,SUP0076,2025-04-05,2025-04-29,,Cancelled,2192.0
PO0000543,SUP0047,2025-08-02,2025-08-21,2025-08-23,Completed,36384.39
PO0000544,SUP0023,2026-05-05,2026-06-12,,In Progress,148615.91
PO0000545,SUP0091,2025-06-10,2025-06-18,2025-06-17,Completed,7410.68
PO0000546,SUP0100,2025-05-04,2025-06-04,2025-06-07,Completed,151488.4
PO0000547,SUP0088,2025-08-02,2025-08-22,,In Progress,5761.37
PO0000548,SUP0096,2025-05-10,2025-06-07,2025-06-12,Completed,1894.44
PO0000549,SUP0076,2025-11-01,2025-11-06,2025-11-08,Completed,4448.22
PO0000550,SUP0077,2025-08-28,2025-10-07,,In Progress,9373.35
PO0000551,SUP0046,2025-02-07,2025-02-25,2025-03-10,Delayed,1278.4
PO0000552,SUP0035,2025-03-25,2025-04-11,2025-04-15,Delayed,19003.07
PO0000553,SUP0078,2025-06-02,2025-06-15,2025-06-15,Completed,8884.54
PO0000554,SUP0042,2025-07-19,2025-08-19,,Pending Approval,18884.28
PO0000555,SUP0065,2025-09-22,2025-10-07,2025-10-09,Completed,45857.25
PO0000556,SUP0010,2026-05-16,2026-06-24,2026-06-28,Completed,14542.57
PO0000557,SUP0035,2025-04-13,2025-05-28,2025-05-29,Completed,81797.03
PO0000558,SUP0082,2026-04-30,2026-05-26,2026-05-30,Completed,43428.91
PO0000559,SUP0095,2026-04-24,2026-05-07,2026-05-03,Completed,15898.68
PO0000560,SUP0044,2025-10-04,2025-10-23,2025-10-19,Completed,4226.33
PO0000561,SUP0085,2025-01-11,2025-02-12,,Cancelled,11575.67
PO0000562,SUP0073,2025-03-22,2025-04-17,2025-04-15,Completed,24361.48
PO0000563,SUP0069,2025-08-04,2025-08-09,2025-08-05,Completed,11173.58
PO0000564,SUP0054,2025-08-25,2025-10-03,2025-10-10,Completed,2187.9
PO0000565,SUP0013,2025-11-14,2025-12-26,2026-01-10,Delayed,90292.4
PO0000566,SUP0069,2026-01-29,2026-02-25,,Cancelled,52500.4
PO0000567,SUP0075,2026-02-12,2026-02-25,2026-02-23,Completed,32241.91
PO0000568,SUP0034,2026-04-12,2026-05-14,2026-05-23,Completed,13673.09
PO0000569,SUP0094,2026-03-30,2026-05-01,2026-05-01,Completed,13518.3
PO0000570,SUP0021,2026-03-30,2026-04-25,2026-04-21,Completed,16476.22
PO0000571,SUP0006,2026-03-25,2026-04-04,2026-04-02,Completed,28051.38
PO0000572,SUP0095,2025-05-04,2025-05-27,2025-05-23,Completed,9395.96
PO0000573,SUP0020,2025-12-15,2026-01-26,2026-01-23,Completed,8550.03
PO0000574,SUP0098,2025-06-10,2025-07-02,2025-07-14,Delayed,2553.6
PO0000575,SUP0038,2026-01-23,2026-02-08,2026-02-04,Completed,5677.11
PO0000576,SUP0058,2025-01-30,2025-02-16,2025-02-22,Completed,17415.42
PO0000577,SUP0042,2025-06-11,2025-07-11,2025-07-11,Completed,3693.54
PO0000578,SUP0069,2026-02-21,2026-03-15,2026-03-19,Completed,710.0
PO0000579,SUP0072,2026-04-27,2026-05-24,2026-06-12,Delayed,23765.28
PO0000580,SUP0054,2026-02-20,2026-03-14,2026-03-15,Completed,71577.74
PO0000581,SUP0025,2025-03-27,2025-04-11,2025-04-10,Completed,7034.45
PO0000582,SUP0022,2026-05-09,2026-06-16,,In Progress,19216.25
PO0000583,SUP0042,2025-11-23,2026-01-06,2026-01-02,Completed,70759.54
PO0000584,SUP0055,2025-10-24,2025-11-16,2025-11-21,Delayed,30275.44
PO0000585,SUP0075,2025-05-27,2025-06-22,,In Progress,50721.98
PO0000586,SUP0092,2025-12-10,2026-01-02,2026-01-06,Completed,65441.08
PO0000587,SUP0092,2025-11-18,2025-12-02,2025-12-03,Completed,2223.48
PO0000588,SUP0035,2025-11-02,2025-12-05,2025-12-09,Delayed,6603.99
PO0000589,SUP0088,2025-11-08,2025-12-21,2025-12-16,Completed,10245.91
PO0000590,SUP0037,2026-04-06,2026-04-29,2026-04-30,Completed,855.6
PO0000591,SUP0011,2025-01-23,2025-02-14,2025-02-11,Completed,20038.96
PO0000592,SUP0002,2025-04-21,2025-05-01,2025-05-04,Completed,35292.18
PO0000593,SUP0073,2025-05-01,2025-05-31,2025-06-04,Completed,15034.61
PO0000594,SUP0075,2025-03-02,2025-03-17,2025-03-15,Completed,14012.11
PO0000595,SUP0011,2025-06-08,2025-07-20,2025-08-02,Delayed,27239.0
PO0000596,SUP0005,2025-05-17,2025-06-20,2025-06-23,Completed,3215.16
PO0000597,SUP0036,2026-05-03,2026-06-03,2026-05-29,Completed,11369.26
PO0000598,SUP0047,2025-09-19,2025-10-25,,Cancelled,50887.71
PO0000599,SUP0074,2025-11-05,2025-11-12,2025-11-10,Completed,368.4
PO0000600,SUP0059,2026-01-03,2026-01-31,2026-01-31,Completed,38172.53
PO0000601,SUP0044,2025-06-01,2025-06-21,,In Progress,4090.74
PO0000602,SUP0023,2026-01-13,2026-02-06,2026-02-06,Completed,14651.67
PO0000603,SUP0035,2026-05-06,2026-06-05,2026-06-23,Delayed,3752.7
PO0000604,SUP0069,2025-07-31,2025-08-29,2025-08-29,Completed,140.99
PO0000605,SUP0090,2025-07-14,2025-08-12,,In Progress,2377.28
PO0000606,SUP0007,2025-10-02,2025-10-29,2025-10-30,Completed,15414.46
PO0000607,SUP0077,2026-05-09,2026-06-07,2026-06-07,Completed,59014.92
PO0000608,SUP0056,2025-05-04,2025-05-27,2025-05-31,Completed,12389.52
PO0000609,SUP0052,2026-03-14,2026-04-01,2026-04-16,Delayed,5644.77
PO0000610,SUP0047,2026-04-26,2026-05-09,2026-05-11,Completed,27479.54
PO0000611,SUP0040,2025-12-14,2026-01-12,2026-01-16,Completed,8538.52
PO0000612,SUP0052,2025-10-03,2025-10-28,2025-10-28,Completed,411.04
PO0000613,SUP0061,2025-01-19,2025-02-10,2025-02-05,Completed,2134.24
PO0000614,SUP0098,2026-04-18,2026-05-11,,In Progress,4210.56
PO0000615,SUP0069,2025-04-25,2025-05-27,2025-06-12,Delayed,3487.44
PO0000616,SUP0042,2025-09-25,2025-10-22,2025-10-25,Completed,58959.32
PO0000617,SUP0055,2025-05-05,2025-06-05,,Pending Approval,27645.14
PO0000618,SUP0059,2025-10-20,2025-11-12,2025-11-21,Completed,16762.9
PO0000619,SUP0049,2025-02-01,2025-03-14,2025-03-13,Completed,19089.9
PO0000620,SUP0088,2026-01-09,2026-02-02,2026-02-12,Delayed,11823.57
PO0000621,SUP0033,2026-04-08,2026-05-18,,Cancelled,36955.18
PO0000622,SUP0040,2025-11-10,2025-12-24,2025-12-31,Completed,29494.24
PO0000623,SUP0066,2025-10-29,2025-11-10,2025-11-23,Delayed,52495.52
PO0000624,SUP0052,2026-02-09,2026-03-10,2026-03-16,Completed,5984.87
PO0000625,SUP0022,2025-02-24,2025-03-21,,In Progress,9457.44
PO0000626,SUP0039,2025-12-07,2026-01-17,,Cancelled,8922.2
PO0000627,SUP0053,2025-02-26,2025-03-23,2025-04-04,Delayed,6478.58
PO0000628,SUP0016,2025-04-24,2025-05-24,2025-05-23,Completed,76134.94
PO0000629,SUP0092,2025-10-23,2025-11-12,2025-11-22,Delayed,3018.91
PO0000630,SUP0045,2025-04-16,2025-05-04,2025-05-04,Completed,3269.8
PO0000631,SUP0014,2026-04-22,2026-05-09,2026-05-14,Completed,116657.46
PO0000632,SUP0067,2026-02-01,2026-02-23,2026-02-27,Delayed,10364.48
PO0000633,SUP0058,2025-10-22,2025-11-19,2025-11-29,Delayed,2158.96
PO0000634,SUP0012,2026-05-29,2026-06-20,2026-06-25,Completed,1665.42
PO0000635,SUP0049,2025-05-15,2025-06-11,2025-06-14,Completed,21457.16
PO0000636,SUP0063,2025-05-17,2025-06-13,,In Progress,24962.38
PO0000637,SUP0076,2025-06-12,2025-07-21,2025-07-21,Completed,2622.9
PO0000638,SUP0023,2025-12-25,2026-01-01,2026-01-02,Completed,18885.75
PO0000639,SUP0016,2025-08-28,2025-09-25,2025-09-25,Completed,20450.19
PO0000640,SUP0087,2025-06-05,2025-06-26,2025-06-26,Completed,2971.92
PO0000641,SUP0084,2026-04-04,2026-04-30,2026-05-03,Completed,15129.95
PO0000642,SUP0010,2025-11-30,2025-12-22,,Cancelled,348.48
PO0000643,SUP0034,2025-09-20,2025-10-23,2025-10-18,Completed,19162.83
PO0000644,SUP0052,2026-02-21,2026-03-20,2026-03-29,Delayed,3569.85
PO0000645,SUP0040,2025-10-13,2025-10-23,2025-11-07,Delayed,2299.1
PO0000646,SUP0038,2025-03-25,2025-04-26,,In Progress,1762.48
PO0000647,SUP0015,2025-04-23,2025-06-12,2025-06-08,Completed,19872.99
PO0000648,SUP0090,2026-05-02,2026-06-10,2026-06-08,Completed,25520.56
PO0000649,SUP0066,2025-12-22,2026-01-15,2026-01-18,Completed,20656.67
PO0000650,SUP0049,2026-05-11,2026-05-27,2026-05-27,Completed,21306.72
PO0000651,SUP0093,2026-01-07,2026-01-21,2026-01-25,Completed,1331.1
PO0000652,SUP0006,2026-02-04,2026-02-25,,In Progress,28467.88
PO0000653,SUP0081,2025-04-18,2025-05-08,2025-05-07,Completed,22045.87
PO0000654,SUP0006,2025-06-18,2025-07-04,,Cancelled,10046.91
PO0000655,SUP0037,2025-08-01,2025-08-24,,In Progress,10920.12
PO0000656,SUP0042,2025-02-05,2025-02-10,2025-02-17,Completed,6447.33
PO0000657,SUP0072,2026-01-23,2026-02-24,,In Progress,4759.77
PO0000658,SUP0067,2025-11-29,2025-12-24,2025-12-19,Completed,15271.0
PO0000659,SUP0077,2025-05-11,2025-06-10,,Cancelled,211112.52
PO0000660,SUP0022,2026-04-16,2026-05-14,2026-05-11,Completed,4063.78
PO0000661,SUP0049,2026-04-22,2026-05-17,2026-05-31,Delayed,67575.47
PO0000662,SUP0044,2025-11-06,2025-11-28,2025-11-23,Completed,4331.78
PO0000663,SUP0018,2025-01-04,2025-01-30,,Pending Approval,11714.05
PO0000664,SUP0011,2026-03-03,2026-04-04,2026-03-31,Completed,15925.63
PO0000665,SUP0022,2025-12-17,2026-01-06,2026-01-06,Completed,125857.21
PO0000666,SUP0026,2026-03-06,2026-03-22,2026-03-29,Delayed,46522.08
PO0000667,SUP0013,2025-05-02,2025-05-28,2025-06-07,Delayed,36122.58
