maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0026062,ELV00383,2025-10-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,1.1,51.87,813.47,865.34
MNT0022898,ELV00267,2025-06-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH054,Completed,2.0,65.08,655.32,720.4
MNT0010949,ELV00069,2026-06-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH049,Completed,1.8,154.12,439.19,593.31
MNT0018159,ELV00031,2026-05-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH089,Completed,1.1,50.0,0.0,50.0
MNT0027007,ELV00305,2025-07-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.8,71.15,1887.64,1958.79
MNT0027129,ELV00179,2026-01-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH023,Completed,1.1,78.16,2871.31,2949.47
MNT0006826,ELV00253,2025-02-02,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH039,In Progress,0.8,344.67,163.45,508.12
MNT0016188,ELV00039,2025-08-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,2.3,51.58,3630.87,3682.45
MNT0015571,ELV00134,2025-02-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH082,Completed,1.9,50.0,0.0,50.0
MNT0014021,ELV00012,2026-06-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH095,Completed,2.3,105.09,162.05,267.14
MNT0014334,ELV00402,2025-05-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.5,50.0,3913.81,3963.81
MNT0027542,ELV00133,2025-05-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH072,Completed,1.2,71.22,903.91,975.13
MNT0012123,ELV00238,2025-01-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH052,Completed,2.2,130.78,0.0,130.78
MNT0003016,ELV00307,2025-04-24,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH078,Completed,0.8,161.54,114.04,275.58
MNT0004106,ELV00104,2025-09-09,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH017,Completed,0.8,234.55,1220.28,1454.83
MNT0019637,ELV00332,2025-06-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,0.8,189.9,0.0,189.9
MNT0018416,ELV00400,2025-06-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Completed,1.5,64.31,0.0,64.31
MNT0018044,ELV00398,2026-06-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH059,Completed,1.4,88.34,831.29,919.63
MNT0029888,ELV00299,2026-01-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,3.1,96.81,895.52,992.33
MNT0028353,ELV00206,2025-10-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,0.9,83.95,66.52,150.47
MNT0015010,ELV00211,2026-06-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH081,Completed,1.2,82.64,675.62,758.26
MNT0019330,ELV00204,2025-03-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.3,91.67,1838.28,1929.95
MNT0008559,ELV00438,2025-12-03,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH091,Completed,0.9,1254.12,1936.56,3190.68
MNT0008832,ELV00034,2026-02-06,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH064,Completed,1.8,613.24,411.5,1024.74
MNT0025177,ELV00008,2025-02-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,2.5,139.12,0.0,139.12
MNT0021861,ELV00319,2025-08-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.6,85.99,319.37,405.36
MNT0023484,ELV00124,2026-01-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,1.0,97.67,808.37,906.04
MNT0018147,ELV00320,2025-03-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH002,Completed,1.4,73.26,1626.27,1699.53
MNT0023988,ELV00329,2025-11-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH069,Completed,2.5,190.2,1184.54,1374.74
MNT0021938,ELV00187,2026-03-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH015,Completed,1.4,71.13,127.45,198.58
MNT0023966,ELV00303,2025-08-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH096,Completed,1.2,77.18,420.46,497.64
MNT0001626,ELV00334,2025-12-14,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH052,Completed,0.5,718.19,378.66,1096.85
MNT0014140,ELV00276,2026-02-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH023,Completed,1.6,77.73,1406.3,1484.03
MNT0016551,ELV00216,2025-09-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.5,106.94,762.31,869.25
MNT0012535,ELV00234,2026-04-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH019,Completed,1.5,143.29,2196.05,2339.34
MNT0024240,ELV00354,2025-01-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,1.1,63.36,188.02,251.38
MNT0024116,ELV00089,2026-03-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,2.5,59.73,603.66,663.39
MNT0029829,ELV00124,2026-02-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH069,Completed,0.7,77.17,324.36,401.53
MNT0024724,ELV00120,2026-05-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,1.3,83.3,0.0,83.3
MNT0013646,ELV00120,2025-09-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH040,Completed,2.6,59.96,1792.53,1852.49
MNT0020345,ELV00168,2026-01-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.8,77.55,4231.78,4309.33
MNT0013378,ELV00011,2026-01-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,1.2,80.14,1479.49,1559.63
MNT0015747,ELV00487,2025-10-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,0.9,50.87,0.0,50.87
MNT0010657,ELV00217,2025-02-18,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH030,Completed,0.5,327.89,5668.59,5996.48
MNT0026991,ELV00386,2025-10-22,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH058,Completed,1.9,78.88,360.88,439.76
MNT0011751,ELV00428,2026-04-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH005,Completed,1.8,90.15,1592.43,1682.58
MNT0004458,ELV00213,2025-09-21,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH020,Completed,0.8,257.47,115.24,372.71
MNT0013368,ELV00083,2025-02-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Completed,1.6,113.41,0.0,113.41
MNT0013219,ELV00388,2025-10-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH074,Completed,1.9,50.0,290.03,340.03
MNT0016002,ELV00304,2025-09-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH093,Completed,1.1,83.64,694.7,778.34
MNT0018059,ELV00499,2026-03-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.4,57.39,648.48,705.87
MNT0023240,ELV00238,2026-01-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH084,Completed,1.9,73.12,4593.33,4666.45
MNT0020512,ELV00115,2026-05-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,2.0,120.09,965.73,1085.82
MNT0003211,ELV00073,2025-12-19,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH003,Completed,5.5,365.06,639.76,1004.82
MNT0026410,ELV00365,2026-03-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH036,Completed,2.1,84.24,358.81,443.05
MNT0011794,ELV00367,2025-03-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH036,Completed,1.1,97.93,314.43,412.36
MNT0005240,ELV00447,2025-04-04,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH018,In Progress,0.5,178.74,271.77,450.51
MNT0003043,ELV00127,2026-05-03,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH053,Completed,1.8,211.73,0.0,211.73
MNT0028724,ELV00350,2025-05-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,0.7,111.19,0.0,111.19
MNT0018011,ELV00217,2025-11-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,1.7,127.8,629.11,756.91
MNT0005339,ELV00037,2026-03-07,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH095,Completed,0.9,173.35,505.62,678.97
MNT0007492,ELV00131,2025-08-26,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH008,Completed,1.6,163.46,250.84,414.3
MNT0001595,ELV00293,2025-11-02,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH008,Completed,0.6,127.93,1878.7,2006.63
MNT0020325,ELV00129,2025-03-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.4,72.13,525.1,597.23
MNT0007786,ELV00291,2025-09-11,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH068,Completed,1.8,325.66,953.69,1279.35
MNT0023684,ELV00301,2025-01-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.1,50.0,263.01,313.01
MNT0002933,ELV00095,2025-08-07,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH014,Completed,1.9,273.58,4048.02,4321.6
MNT0011662,ELV00383,2025-11-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH078,Completed,1.6,115.32,1296.01,1411.33
MNT0004958,ELV00292,2025-02-25,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH054,Completed,4.7,1867.86,11921.22,13789.08
MNT0010878,ELV00054,2026-02-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH066,Completed,2.1,50.0,1546.69,1596.69
MNT0029038,ELV00367,2025-10-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH045,Completed,1.4,69.12,602.62,671.74
MNT0004026,ELV00412,2026-01-28,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH008,Completed,1.9,105.32,460.17,565.49
MNT0000521,ELV00348,2025-03-17,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH092,Completed,1.1,289.79,1294.15,1583.94
MNT0021383,ELV00185,2025-03-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Completed,0.9,50.0,352.58,402.58
MNT0012923,ELV00405,2025-04-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,2.5,98.77,211.66,310.43
MNT0006113,ELV00471,2025-05-03,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH027,Completed,2.8,490.61,0.0,490.61
MNT0012758,ELV00011,2025-05-19,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.5,110.97,0.0,110.97
MNT0018292,ELV00461,2026-01-23,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Completed,1.9,127.17,503.13,630.3
MNT0018103,ELV00196,2026-06-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH021,Completed,0.7,62.24,356.68,418.92
MNT0005148,ELV00110,2026-02-06,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH100,Completed,0.8,225.5,656.15,881.65
MNT0025754,ELV00177,2026-05-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,0.6,79.44,290.19,369.63
MNT0011130,ELV00184,2025-08-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,0.5,50.0,0.0,50.0
